id,conditionId,slug,url,embedSrc,question,category,eventId,why,volume,volume24h,momentumDelta24h,momentumPct24h,endDateISO,timeToResolveDays,outcomeCount,avgSpread,underround,binaryMidYes,near50Flag,bestQuotesJSON,bucket,rank
558938,0x0c4cd2055d6ea89354ffddc55d6dbcef9355748112ea952fc925f3db6a5c457f,will-argentina-win-the-2026-fifa-world-cup-245,https://polymarket.com/event/will-argentina-win-the-2026-fifa-world-cup-245,https://embed.polymarket.com/market.html?market=will-argentina-win-the-2026-fifa-world-cup-245&features=volume&theme=light,Will Argentina win the 2026 FIFA World Cup?,sports,,"24h $13,197,196 • spread 0.001 • TTR 3.4d • ~50% mid",152698525.66688356,13197196.37,0.218,109.8237,2026-07-20T00:00:00+00:00,3.413,1,0.001,-0.583,0.4165,1,"[{""name"": ""Top"", ""bestBid"": 0.416, ""bestAsk"": 0.417}]",HOT,1
2944735,0xfbf7782cb46f07632ca23ab875c2387f1cb14a40acd3173fb64cfcdcd5d56ea6,lol-gam-t1-2026-07-16-game2,https://polymarket.com/event/lol-gam-t1-2026-07-16-game2,https://embed.polymarket.com/market.html?market=lol-gam-t1-2026-07-16-game2&features=volume&theme=light,LoL: GAM Esports vs T1 - Game 2 Winner,esports,,"24h $1,211,417 • TTR 0.1d",1211417.1042310009,1211417.1,-0.1195,-99.5833,2026-07-16T17:20:00+00:00,0.135,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",HOT,2
2944734,0x41b4a12d3c1fbf7a65b306b28d2738b4708adf5527a78cefc2f75f63a766983a,lol-gam-t1-2026-07-16-game1,https://polymarket.com/event/lol-gam-t1-2026-07-16-game1,https://embed.polymarket.com/market.html?market=lol-gam-t1-2026-07-16-game1&features=volume&theme=light,LoL: GAM Esports vs T1 - Game 1 Winner,esports,,"24h $766,218 • TTR 0.1d",766218.2783159998,766218.28,-0.1145,-99.5652,2026-07-16T17:20:00+00:00,0.135,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",HOT,3
2069635,0xd2a8caba5559bc21e14f6b2aa504cb14a1782751658b71409e25b82e432c0a97,will-lionel-messi-be-the-top-goalscorer-at-the-2026-fifa-world-cup,https://polymarket.com/event/will-lionel-messi-be-the-top-goalscorer-at-the-2026-fifa-world-cup,https://embed.polymarket.com/market.html?market=will-lionel-messi-be-the-top-goalscorer-at-the-2026-fifa-world-cup&features=volume&theme=light,Will Lionel Messi be the top goalscorer at the 2026 FIFA World Cup?,2026-fifa-world-cup,,"24h $1,769,533 • spread 0.001 • TTR 3.4d",5250600.088617957,1769533.25,0.106,20.2097,2026-07-20T00:00:00+00:00,3.413,1,0.001,-0.369,0.6305,0,"[{""name"": ""Top"", ""bestBid"": 0.63, ""bestAsk"": 0.631}]",HOT,4
558934,0x7976b8dbacf9077eb1453a62bcefd6ab2df199acd28aad276ff0d920d6992892,will-spain-win-the-2026-fifa-world-cup-963,https://polymarket.com/event/will-spain-win-the-2026-fifa-world-cup-963,https://embed.polymarket.com/market.html?market=will-spain-win-the-2026-fifa-world-cup-963&features=volume&theme=light,Will Spain win the 2026 FIFA World Cup?,sports,,"24h $4,861,965 • spread 0.001 • TTR 3.4d • ~50% mid",121263248.1255559,4861965.32,-0.001,-0.172,2026-07-20T00:00:00+00:00,3.413,1,0.001,-0.419,0.5805,1,"[{""name"": ""Top"", ""bestBid"": 0.58, ""bestAsk"": 0.581}]",HOT,5
2431015,0x50f257bf17d71d82ef9d63c83dcf3f78d5039077dcb2303d205a388dec405d7c,will-ousmane-dembele-win-the-golden-ball-at-the-2026-fifa-world-cup-20260603194032285,https://polymarket.com/event/will-ousmane-dembele-win-the-golden-ball-at-the-2026-fifa-world-cup-20260603194032285,https://embed.polymarket.com/market.html?market=will-ousmane-dembele-win-the-golden-ball-at-the-2026-fifa-world-cup-20260603194032285&features=volume&theme=light,Will Ousmane Dembélé win the Golden Ball at the 2026 FIFA World Cup?,soccer,,"24h $385,359 • TTR 3.6d",1646939.0683919985,385359.68,0.003,75.0,2026-07-20T03:59:00+00:00,3.579,1,,-0.986,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.014}]",HOT,6
2069638,0xfa021d817ad33e0fa28e04051b4fea25b0a090e94bb1b2a38b377bce9778eb8e,will-kylian-mbappe-be-the-top-goalscorer-at-the-2026-fifa-world-cup,https://polymarket.com/event/will-kylian-mbappe-be-the-top-goalscorer-at-the-2026-fifa-world-cup,https://embed.polymarket.com/market.html?market=will-kylian-mbappe-be-the-top-goalscorer-at-the-2026-fifa-world-cup&features=volume&theme=light,Will Kylian Mbappe be the top goalscorer at the 2026 FIFA World Cup?,2026-fifa-world-cup,,"24h $706,990 • spread 0.010 • TTR 3.4d",5027234.800593908,706990.11,0.0,0.0,2026-07-20T00:00:00+00:00,3.413,1,0.01,-0.63,0.365,0,"[{""name"": ""Top"", ""bestBid"": 0.36, ""bestAsk"": 0.37}]",HOT,7
2935135,0x5fee4f88a5795fa8a370c428b53650c5422d243d43865b9e1762c63b8e461256,dota2-ty-ts8-2026-07-17-game1,https://polymarket.com/event/dota2-ty-ts8-2026-07-17-game1,https://embed.polymarket.com/market.html?market=dota2-ty-ts8-2026-07-17-game1&features=volume&theme=light,Dota 2: Team Yandex vs Team Spirit - Game 1 Winner,esports,,"24h $1,489,922 • spread 0.001 • TTR 0.1d",1489922.3327699986,1489922.33,0.4995,99.9,2026-07-16T17:10:00+00:00,0.128,1,0.001,0.0,0.9995,0,"[{""name"": ""Top"", ""bestBid"": 0.999, ""bestAsk"": 1.0}]",HOT,8
2069640,0xf47125a3640583900868a2e1f102d2c093c8a1512fb379709446d9cad73578d8,will-lamine-yamal-be-the-top-goalscorer-at-the-2026-fifa-world-cup,https://polymarket.com/event/will-lamine-yamal-be-the-top-goalscorer-at-the-2026-fifa-world-cup,https://embed.polymarket.com/market.html?market=will-lamine-yamal-be-the-top-goalscorer-at-the-2026-fifa-world-cup&features=volume&theme=light,Will Lamine Yamal be the top goalscorer at the 2026 FIFA World Cup?,2026-fifa-world-cup,,"24h $168,647 • TTR 3.4d",2017120.1520069991,168647.39,0.0,0.0,2026-07-20T00:00:00+00:00,3.413,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",HOT,9
1130012,0x502a94e5c525766d5ee7f16c6568131ba1b2cbadb69c703af05a6ef00336ed64,will-united-russia-er-gain-the-most-seats-in-the-next-russian-parliamentary-election,https://polymarket.com/event/will-united-russia-er-gain-the-most-seats-in-the-next-russian-parliamentary-election,https://embed.polymarket.com/market.html?market=will-united-russia-er-gain-the-most-seats-in-the-next-russian-parliamentary-election&features=volume&theme=light,Will United Russia (ER) gain the most seats in the next Russian parliamentary election?,politics,,"24h $64,981 • spread 0.010 • TTR 75.4d • ~50% mid",5761758.893959005,64981.14,-0.01,-1.7699,2026-09-30T00:00:00+00:00,75.413,1,0.01,-0.44,0.555,1,"[{""name"": ""Top"", ""bestBid"": 0.55, ""bestAsk"": 0.56}]",HOT,10
665374,0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,will-the-us-invade-iran-before-2027,https://polymarket.com/event/will-the-us-invade-iran-before-2027,https://embed.polymarket.com/market.html?market=will-the-us-invade-iran-before-2027&features=volume&theme=light,Will the U.S. invade Iran before 2027?,military-strikes,,"24h $1,277,680 • spread 0.010 • TTR 167.4d",43120836.37460916,1277680.03,0.06,34.2857,2026-12-31T00:00:00+00:00,167.413,1,0.01,-0.76,0.235,0,"[{""name"": ""Top"", ""bestBid"": 0.23, ""bestAsk"": 0.24}]",HOT,11
540844,0xbb57ccf5853a85487bc3d83d04d669310d28c6c810758953b9d9b91d1aee89d2,will-bitcoin-hit-1m-before-gta-vi-872-424,https://polymarket.com/event/will-bitcoin-hit-1m-before-gta-vi-872-424,https://embed.polymarket.com/market.html?market=will-bitcoin-hit-1m-before-gta-vi-872-424&features=volume&theme=light,Will bitcoin hit $1m before GTA VI?,pop-culture,,"24h $5,882 • spread 0.001 • TTR 14.9d • ~50% mid",4666442.079409779,5882.9,0.0,0.0,2026-07-31T12:00:00+00:00,14.913,1,0.001,-0.503,0.4965,1,"[{""name"": ""Top"", ""bestBid"": 0.496, ""bestAsk"": 0.497}]",HOT,12
701501,0x752fa61c93f16c4b15e85b0bd438d9c684176b0ea7b319a84c8aca34616e8a8c,will-bitcoin-dip-to-55000-by-december-31-2026-527-627-868-745-188-361-314-673-612-946-821-624-855-557-684-381-884-939-182-939,https://polymarket.com/event/will-bitcoin-dip-to-55000-by-december-31-2026-527-627-868-745-188-361-314-673-612-946-821-624-855-557-684-381-884-939-182-939,https://embed.polymarket.com/market.html?market=will-bitcoin-dip-to-55000-by-december-31-2026-527-627-868-745-188-361-314-673-612-946-821-624-855-557-684-381-884-939-182-939&features=volume&theme=light,"Will Bitcoin dip to $55,000 by December 31, 2026?",bitcoin,,"24h $68,387 • spread 0.010 • TTR 168.6d • ~50% mid",4392947.317129993,68387.89,0.0,0.0,2027-01-01T05:00:00+00:00,168.621,1,0.01,-0.51,0.485,1,"[{""name"": ""Top"", ""bestBid"": 0.48, ""bestAsk"": 0.49}]",OVERLOOKED,1
908713,0x80b3af88cb991980e8da1ce86b9794a0957f96ec98c29319dd7ba65e9744d82b,fed-rate-hike-in-2026,https://polymarket.com/event/fed-rate-hike-in-2026,https://embed.polymarket.com/market.html?market=fed-rate-hike-in-2026&features=volume&theme=light,Fed rate hike in 2026?,cpi-release,,"24h $18,933 • spread 0.010 • TTR 145.4d • ~50% mid",4168369.6926120073,18933.91,0.01,1.9802,2026-12-09T00:00:00+00:00,145.413,1,0.01,-0.48,0.515,1,"[{""name"": ""Top"", ""bestBid"": 0.51, ""bestAsk"": 0.52}]",OVERLOOKED,2
