id,slug,url,embedSrc,question,category,why,volume,volume24h,trades24h,uniqueTraders24h,momentumDelta24h,momentumPct24h,endDateISO,timeToResolveDays,outcomeCount,avgSpread,underround,binaryMidYes,near50Flag,bestQuotesJSON,avgSpreadProxy,bucket,rank
1235517,will-phm-minh-chnh-be-the-next-president-of-vietnam,https://polymarket.com/event/will-phm-minh-chnh-be-the-next-president-of-vietnam,https://embed.polymarket.com/market.html?market=will-phm-minh-chnh-be-the-next-president-of-vietnam&features=volume&theme=light,Will Phạm Minh Chính be the next President of Vietnam?,,"24h $452,303 • spread 0.998 • TTR -34.5d",13468437.217118,452303.797195,5000,0,-0.042,-15.5556,2026-01-25T00:00:00+00:00,-34.542,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,1
1303406,will-bitcoin-dip-to-45k-in-february-2026-429-933-793,https://polymarket.com/event/will-bitcoin-dip-to-45k-in-february-2026-429-933-793,https://embed.polymarket.com/market.html?market=will-bitcoin-dip-to-45k-in-february-2026-429-933-793&features=volume&theme=light,"Will Bitcoin dip to $45,000 in February?",,"24h $452,303 • spread 0.001 • TTR 0.7d",3684829.266071,452303.797195,5000,0,-0.042,-15.5556,2026-03-01T05:00:00+00:00,0.666,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]",,HOT,2
1303380,will-bitcoin-reach-95k-in-february-2026,https://polymarket.com/event/will-bitcoin-reach-95k-in-february-2026,https://embed.polymarket.com/market.html?market=will-bitcoin-reach-95k-in-february-2026&features=volume&theme=light,"Will Bitcoin reach $95,000 in February?",,"24h $452,303 • spread 0.998 • TTR 0.7d",3504844.782978,452303.797195,5000,0,-0.042,-15.5556,2026-03-01T05:00:00+00:00,0.666,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,3
1303365,will-bitcoin-reach-115k-in-february-2026,https://polymarket.com/event/will-bitcoin-reach-115k-in-february-2026,https://embed.polymarket.com/market.html?market=will-bitcoin-reach-115k-in-february-2026&features=volume&theme=light,"Will Bitcoin reach $115,000 in February?",,"24h $452,303 • spread 0.998 • TTR 0.7d",3486412.226153,452303.797195,5000,0,-0.042,-15.5556,2026-03-01T05:00:00+00:00,0.666,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,4
1303372,will-bitcoin-reach-105k-in-february-2026,https://polymarket.com/event/will-bitcoin-reach-105k-in-february-2026,https://embed.polymarket.com/market.html?market=will-bitcoin-reach-105k-in-february-2026&features=volume&theme=light,"Will Bitcoin reach $105,000 in February?",,"24h $452,303 • spread 0.998 • TTR 0.7d",3326839.137217,452303.797195,5000,0,-0.042,-15.5556,2026-03-01T05:00:00+00:00,0.666,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,5
1303361,will-bitcoin-reach-120k-in-february-2026,https://polymarket.com/event/will-bitcoin-reach-120k-in-february-2026,https://embed.polymarket.com/market.html?market=will-bitcoin-reach-120k-in-february-2026&features=volume&theme=light,"Will Bitcoin reach $120,000 in February?",,"24h $452,303 • spread 0.998 • TTR 0.7d",3324766.385766,452303.797195,5000,0,-0.042,-15.5556,2026-03-01T05:00:00+00:00,0.666,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,6
1303407,will-bitcoin-dip-to-40k-in-february-2026-785-212-222,https://polymarket.com/event/will-bitcoin-dip-to-40k-in-february-2026-785-212-222,https://embed.polymarket.com/market.html?market=will-bitcoin-dip-to-40k-in-february-2026-785-212-222&features=volume&theme=light,"Will Bitcoin dip to $40,000 in February?",,"24h $452,303 • spread 0.998 • TTR 0.7d",2955515.771528,452303.797195,5000,0,-0.042,-15.5556,2026-03-01T05:00:00+00:00,0.666,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,7
1303369,will-bitcoin-reach-110k-in-february-2026,https://polymarket.com/event/will-bitcoin-reach-110k-in-february-2026,https://embed.polymarket.com/market.html?market=will-bitcoin-reach-110k-in-february-2026&features=volume&theme=light,"Will Bitcoin reach $110,000 in February?",,"24h $452,303 • spread 0.998 • TTR 0.7d",2620353.88836,452303.797195,5000,0,-0.042,-15.5556,2026-03-01T05:00:00+00:00,0.666,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,8
1303386,will-ethereum-reach-2800-in-february-2026,https://polymarket.com/event/will-ethereum-reach-2800-in-february-2026,https://embed.polymarket.com/market.html?market=will-ethereum-reach-2800-in-february-2026&features=volume&theme=light,"Will Ethereum reach $2,800 in February?",,"24h $452,303 • spread 0.998 • TTR 0.7d",2265137.398329,452303.797195,5000,0,-0.042,-15.5556,2026-03-01T05:00:00+00:00,0.666,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,9
958442,will-the-iranian-regime-fall-by-march-31,https://polymarket.com/event/will-the-iranian-regime-fall-by-march-31,https://embed.polymarket.com/market.html?market=will-the-iranian-regime-fall-by-march-31&features=volume&theme=light,Will the Iranian regime fall by March 31?,,"24h $452,303 • spread 0.008 • TTR 30.5d",7811083.134979,452303.797195,5000,0,-0.042,-15.5556,2026-03-31T00:00:00+00:00,30.458,1,0.008,-0.76,0.236,0,"[{""name"": ""Top"", ""bestBid"": 0.232, ""bestAsk"": 0.24}]",,HOT,10
