id,slug,url,embedSrc,question,category,why,volume,volume24h,trades24h,uniqueTraders24h,momentumDelta24h,momentumPct24h,endDateISO,timeToResolveDays,outcomeCount,avgSpread,underround,binaryMidYes,near50Flag,bestQuotesJSON,avgSpreadProxy,bucket,rank
541626,will-michelle-bachelet-win-the-chilean-presidential-election,https://polymarket.com/event/will-michelle-bachelet-win-the-chilean-presidential-election,https://embed.polymarket.com/market.html?market=will-michelle-bachelet-win-the-chilean-presidential-election&features=volume&theme=light,Will Michelle Bachelet win the Chilean presidential election?,,"24h $154,521 • spread 0.997 • TTR -2.0d",6804024.005079,154521.341715,500,0,-0.929792,-98.4949,2025-11-16T12:00:00+00:00,-2.038,1,0.997289,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.997289,HOT,1
572186,will-justin-bieber-be-the-top-spotify-artist-for-2025-354,https://polymarket.com/event/will-justin-bieber-be-the-top-spotify-artist-for-2025-354,https://embed.polymarket.com/market.html?market=will-justin-bieber-be-the-top-spotify-artist-for-2025-354&features=volume&theme=light,Will Justin Bieber be the top Spotify artist for 2025?,,"24h $154,521 • spread 0.997 • TTR 42.5d",4613727.547965,154521.341715,500,0,-0.929792,-98.4949,2025-12-31T00:00:00+00:00,42.462,1,0.997289,-0.998,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.002}]",0.997289,HOT,2
516874,will-ethereum-hit-10000-by-december-31-218-525,https://polymarket.com/event/will-ethereum-hit-10000-by-december-31-218-525,https://embed.polymarket.com/market.html?market=will-ethereum-hit-10000-by-december-31-218-525&features=volume&theme=light,"Will Ethereum hit $10,000 by December 31?",,"24h $154,521 • spread 0.002 • TTR 43.0d",4628740.362531,154521.341715,500,0,-0.929792,-98.4949,2025-12-31T12:00:00+00:00,42.962,1,0.002,-0.983,0.016,0,"[{""name"": ""Top"", ""bestBid"": 0.015, ""bestAsk"": 0.017}]",,HOT,3
516876,will-ethereum-hit-7000-by-december-31-733-852,https://polymarket.com/event/will-ethereum-hit-7000-by-december-31-733-852,https://embed.polymarket.com/market.html?market=will-ethereum-hit-7000-by-december-31-733-852&features=volume&theme=light,"Will Ethereum hit $7,000 by December 31?",,"24h $154,521 • spread 0.001 • TTR 43.0d",4531875.089232,154521.341715,500,0,-0.929792,-98.4949,2025-12-31T12:00:00+00:00,42.962,1,0.001,-0.969,0.0305,0,"[{""name"": ""Top"", ""bestBid"": 0.03, ""bestAsk"": 0.031}]",,HOT,4
540211,will-the-chicago-bears-win-super-bowl-2026,https://polymarket.com/event/will-the-chicago-bears-win-super-bowl-2026,https://embed.polymarket.com/market.html?market=will-the-chicago-bears-win-super-bowl-2026&features=volume&theme=light,Will the Chicago Bears win Super Bowl 2026?,,"24h $154,521 • spread 0.002 • TTR 82.0d",6015911.215929,154521.341715,500,0,-0.929792,-98.4949,2026-02-08T12:00:00+00:00,81.962,1,0.002,-0.983,0.016,0,"[{""name"": ""Top"", ""bestBid"": 0.015, ""bestAsk"": 0.017}]",,HOT,5
566194,will-brighton-win-the-202526-english-premier-league,https://polymarket.com/event/will-brighton-win-the-202526-english-premier-league,https://embed.polymarket.com/market.html?market=will-brighton-win-the-202526-english-premier-league&features=volume&theme=light,Will Brighton win the 2025–26 English Premier League?,,"24h $154,521 • spread 0.001 • TTR 189.5d",8073319.30033,154521.341715,500,0,-0.929792,-98.4949,2026-05-27T00:00:00+00:00,189.462,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]",,HOT,6
566167,will-olympiakos-win-the-202526-champions-league,https://polymarket.com/event/will-olympiakos-win-the-202526-champions-league,https://embed.polymarket.com/market.html?market=will-olympiakos-win-the-202526-champions-league&features=volume&theme=light,Will Olympiakos win the 2025–26 Champions League?,,"24h $154,521 • spread 0.001 • TTR 193.5d",7673622.397623,154521.341715,500,0,-0.929792,-98.4949,2026-05-31T00:00:00+00:00,193.462,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]",,HOT,7
561248,will-vivek-ramaswamy-win-the-2028-us-presidential-election,https://polymarket.com/event/will-vivek-ramaswamy-win-the-2028-us-presidential-election,https://embed.polymarket.com/market.html?market=will-vivek-ramaswamy-win-the-2028-us-presidential-election&features=volume&theme=light,Will Vivek Ramaswamy win the 2028 US Presidential Election?,,"24h $154,521 • spread 0.002 • TTR 1084.5d",9714503.153787,154521.341715,500,0,-0.929792,-98.4949,2028-11-07T00:00:00+00:00,1084.462,1,0.002,-0.989,0.01,0,"[{""name"": ""Top"", ""bestBid"": 0.009, ""bestAsk"": 0.011}]",,HOT,8
630106,will-mistral-have-the-best-ai-model-at-the-end-of-november-2025,https://polymarket.com/event/will-mistral-have-the-best-ai-model-at-the-end-of-november-2025,https://embed.polymarket.com/market.html?market=will-mistral-have-the-best-ai-model-at-the-end-of-november-2025&features=volume&theme=light,Will Mistral have the best AI model at the end of November 2025?,,"24h $154,314 • spread 0.001 • TTR 11.5d",2617185.189807,154314.946735,500,0,-0.879,-96.5934,2025-11-30T00:00:00+00:00,11.462,1,0.001,-0.998,0.0015,0,"[{""name"": ""Top"", ""bestBid"": 0.001, ""bestAsk"": 0.002}]",,HOT,9
525364,will-lando-norris-be-the-2025-drivers-champion,https://polymarket.com/event/will-lando-norris-be-the-2025-drivers-champion,https://embed.polymarket.com/market.html?market=will-lando-norris-be-the-2025-drivers-champion&features=volume&theme=light,Will Lando Norris be the 2025 Drivers Champion?,,"24h $154,314 • spread 0.010 • TTR 19.0d",3287264.955035,154314.946735,500,0,-0.879,-96.5934,2025-12-07T12:00:00+00:00,18.962,1,0.01,-0.18,0.815,0,"[{""name"": ""Top"", ""bestBid"": 0.81, ""bestAsk"": 0.82}]",,HOT,10
