id,slug,url,embedSrc,question,category,why,volume,volume24h,trades24h,uniqueTraders24h,momentumDelta24h,momentumPct24h,endDateISO,timeToResolveDays,outcomeCount,avgSpread,underround,binaryMidYes,near50Flag,bestQuotesJSON,avgSpreadProxy,bucket,rank
543259,will-andrnico-rodrguez-win-the-2025-bolivia-presidential-election,https://polymarket.com/event/will-andrnico-rodrguez-win-the-2025-bolivia-presidential-election,https://embed.polymarket.com/market.html?market=will-andrnico-rodrguez-win-the-2025-bolivia-presidential-election&features=volume&theme=light,Will Andrónico Rodríguez win the 2025 Bolivia presidential election?,,"24h $82,440 • spread 0.998 • TTR 3.2d",7326129.509552,82440.661611,500,0,0.62,248.0,2025-10-19T00:00:00+00:00,3.224,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,1
543265,will-rodrigo-paz-win-the-2025-bolivia-presidential-election,https://polymarket.com/event/will-rodrigo-paz-win-the-2025-bolivia-presidential-election,https://embed.polymarket.com/market.html?market=will-rodrigo-paz-win-the-2025-bolivia-presidential-election&features=volume&theme=light,Will Rodrigo Paz win the 2025 Bolivia presidential election?,,"24h $82,440 • spread 0.003 • TTR 3.2d • ~50% mid",3155001.847393,82440.661611,500,0,0.62,248.0,2025-10-19T00:00:00+00:00,3.224,1,0.003,-0.549,0.4495,1,"[{""name"": ""Top"", ""bestBid"": 0.448, ""bestAsk"": 0.451}]",,HOT,2
543262,will-jorge-tuto-quiroga-win-the-2025-bolivia-presidential-election,https://polymarket.com/event/will-jorge-tuto-quiroga-win-the-2025-bolivia-presidential-election,https://embed.polymarket.com/market.html?market=will-jorge-tuto-quiroga-win-the-2025-bolivia-presidential-election&features=volume&theme=light,Will Jorge “Tuto” Quiroga win the 2025 Bolivia presidential election?,,"24h $82,440 • spread 0.010 • TTR 3.2d • ~50% mid",2558982.198631,82440.661611,500,0,0.62,248.0,2025-10-19T00:00:00+00:00,3.224,1,0.01,-0.44,0.555,1,"[{""name"": ""Top"", ""bestBid"": 0.55, ""bestAsk"": 0.56}]",,HOT,3
543260,will-samuel-doria-medina-win-the-2025-bolivia-presidential-election,https://polymarket.com/event/will-samuel-doria-medina-win-the-2025-bolivia-presidential-election,https://embed.polymarket.com/market.html?market=will-samuel-doria-medina-win-the-2025-bolivia-presidential-election&features=volume&theme=light,Will Samuel Doria Medina win the 2025 Bolivia presidential election?,,"24h $82,440 • spread 0.998 • TTR 3.2d",1166168.271818,82440.661611,500,0,0.62,248.0,2025-10-19T00:00:00+00:00,3.224,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,4
543261,will-manfred-reyes-villa-win-the-2025-bolivia-presidential-election,https://polymarket.com/event/will-manfred-reyes-villa-win-the-2025-bolivia-presidential-election,https://embed.polymarket.com/market.html?market=will-manfred-reyes-villa-win-the-2025-bolivia-presidential-election&features=volume&theme=light,Will Manfred Reyes Villa win the 2025 Bolivia presidential election?,,"24h $82,440 • spread 0.998 • TTR 3.2d",842586.658604,82440.661611,500,0,0.62,248.0,2025-10-19T00:00:00+00:00,3.224,1,0.998,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",0.998,HOT,5
635692,mlb-tor-sea-2025-10-15,https://polymarket.com/event/mlb-tor-sea-2025-10-15,https://embed.polymarket.com/market.html?market=mlb-tor-sea-2025-10-15&features=volume&theme=light,Blue Jays vs. Mariners,,"24h $82,440 • spread 0.010 • TTR 7.2d • ~50% mid",2459576.137677,82440.661611,500,0,0.62,248.0,2025-10-23T00:08:00+00:00,7.23,1,0.01,-0.54,0.455,1,"[{""name"": ""Top"", ""bestBid"": 0.45, ""bestAsk"": 0.46}]",,HOT,6
521920,will-fit-u-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://polymarket.com/event/will-fit-u-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://embed.polymarket.com/market.html?market=will-fit-u-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election&features=volume&theme=light,Will FIT-U hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,,"24h $82,440 • spread 0.004 • TTR 10.7d",2794775.830561,82440.661611,500,0,0.62,248.0,2025-10-26T12:00:00+00:00,10.724,1,0.004,-0.993,0.005,0,"[{""name"": ""Top"", ""bestBid"": 0.003, ""bestAsk"": 0.007}]",,HOT,7
521917,will-pro-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://polymarket.com/event/will-pro-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://embed.polymarket.com/market.html?market=will-pro-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election&features=volume&theme=light,Will PRO hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,,"24h $82,440 • spread 0.257 • TTR 10.7d",1794595.889843,82440.661611,500,0,0.62,248.0,2025-10-26T12:00:00+00:00,10.724,1,0.257,-0.74,0.1315,0,"[{""name"": ""Top"", ""bestBid"": 0.003, ""bestAsk"": 0.26}]",,HOT,8
521919,will-hnp-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://polymarket.com/event/will-hnp-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://embed.polymarket.com/market.html?market=will-hnp-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election&features=volume&theme=light,Will HNP hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,,"24h $82,440 • spread 0.135 • TTR 10.7d",1707005.662361,82440.661611,500,0,0.62,248.0,2025-10-26T12:00:00+00:00,10.724,1,0.135,-0.862,0.0705,0,"[{""name"": ""Top"", ""bestBid"": 0.003, ""bestAsk"": 0.138}]",,HOT,9
521918,will-ucr-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://polymarket.com/event/will-ucr-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://embed.polymarket.com/market.html?market=will-ucr-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election&features=volume&theme=light,Will UCR hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,,"24h $82,440 • spread 0.256 • TTR 10.7d",1579354.896424,82440.661611,500,0,0.62,248.0,2025-10-26T12:00:00+00:00,10.724,1,0.256,-0.738,0.134,0,"[{""name"": ""Top"", ""bestBid"": 0.006, ""bestAsk"": 0.262}]",,HOT,10
521916,will-up-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://polymarket.com/event/will-up-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://embed.polymarket.com/market.html?market=will-up-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election&features=volume&theme=light,Will UP hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,,"24h $82,440 • spread 0.255 • TTR 10.7d",1153345.912064,82440.661611,500,0,0.62,248.0,2025-10-26T12:00:00+00:00,10.724,1,0.255,-0.197,0.6755,0,"[{""name"": ""Top"", ""bestBid"": 0.548, ""bestAsk"": 0.803}]",,HOT,11
521921,will-ser-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://polymarket.com/event/will-ser-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election,https://embed.polymarket.com/market.html?market=will-ser-hold-the-most-seats-in-the-chamber-of-deputies-following-the-2025-argentina-election&features=volume&theme=light,Will SER hold the most seats in the Chamber of Deputies following the 2025 Argentina election?,,"24h $82,440 • spread 0.026 • TTR 10.7d",1131908.946128,82440.661611,500,0,0.62,248.0,2025-10-26T12:00:00+00:00,10.724,1,0.026,-0.972,0.015,0,"[{""name"": ""Top"", ""bestBid"": 0.002, ""bestAsk"": 0.028}]",,HOT,12
516865,will-bitcoin-reach-130000-by-december-31-2025-911-832,https://polymarket.com/event/will-bitcoin-reach-130000-by-december-31-2025-911-832,https://embed.polymarket.com/market.html?market=will-bitcoin-reach-130000-by-december-31-2025-911-832&features=volume&theme=light,"Will Bitcoin reach $130,000 by December 31, 2025?",,"24h $82,440 • spread 0.020 • TTR 76.7d • ~50% mid",3713676.497854,82440.661611,500,0,0.62,248.0,2025-12-31T12:00:00+00:00,76.724,1,0.02,-0.51,0.48,1,"[{""name"": ""Top"", ""bestBid"": 0.47, ""bestAsk"": 0.49}]",,OVERLOOKED,1
516878,will-ethereum-hit-5000-by-december-31-796-376,https://polymarket.com/event/will-ethereum-hit-5000-by-december-31-796-376,https://embed.polymarket.com/market.html?market=will-ethereum-hit-5000-by-december-31-796-376&features=volume&theme=light,"Will Ethereum hit $5,000 by December 31?",,"24h $82,440 • spread 0.032 • TTR 76.7d • ~50% mid",5253539.619493,82440.661611,500,0,0.62,248.0,2025-12-31T12:00:00+00:00,76.724,1,0.032,-0.482,0.502,1,"[{""name"": ""Top"", ""bestBid"": 0.486, ""bestAsk"": 0.518}]",,OVERLOOKED,2
