id,conditionId,slug,url,embedSrc,question,category,eventId,why,volume,volume24h,momentumDelta24h,momentumPct24h,endDateISO,timeToResolveDays,outcomeCount,avgSpread,underround,binaryMidYes,near50Flag,bestQuotesJSON,bucket,rank
2466021,0xad4b85c901a42bbadc399ae65af75d86b6bffab92c5875267df646b481788a45,cs2-mnte-bb3-2026-06-08,https://polymarket.com/event/cs2-mnte-bb3-2026-06-08,https://embed.polymarket.com/market.html?market=cs2-mnte-bb3-2026-06-08&features=volume&theme=light,Counter-Strike: Monte vs BetBoom Team (BO3) - IEM Cologne Major Stage 2,esports,,"24h $1,027,894 • spread 0.010 • TTR 0.2d",1027894.5738490016,1027894.57,0.095,32.2034,2026-06-08T20:30:00+00:00,0.184,1,0.01,-0.62,0.375,0,"[{""name"": ""Top"", ""bestBid"": 0.37, ""bestAsk"": 0.38}]",HOT,1
2466075,0xb523db2e39a90b7847398cc9255f9ddb6f2a42c79f1c4f49cf625754da5903b4,cs2-mibr-b8-2026-06-08,https://polymarket.com/event/cs2-mibr-b8-2026-06-08,https://embed.polymarket.com/market.html?market=cs2-mibr-b8-2026-06-08&features=volume&theme=light,Counter-Strike: MIBR vs B8 (BO3) - IEM Cologne Major Stage 2,esports,,"24h $2,209,803 • TTR 0.1d",2209803.2071570056,2209803.21,-0.3845,-99.8701,2026-06-08T18:00:00+00:00,0.08,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",HOT,2
2415863,0x0923f4cd56ffdd032deca9984f9779303b58c6ef9317c0c6490acccb477ba150,nba-sas-nyk-2026-06-08,https://polymarket.com/event/nba-sas-nyk-2026-06-08,https://embed.polymarket.com/market.html?market=nba-sas-nyk-2026-06-08&features=volume&theme=light,Spurs vs. Knicks,sports,,"24h $1,426,543 • spread 0.010 • TTR 0.4d • ~50% mid",7433032.997519123,1426543.19,0.01,2.1978,2026-06-09T00:30:00+00:00,0.351,1,0.01,-0.53,0.465,1,"[{""name"": ""Top"", ""bestBid"": 0.46, ""bestAsk"": 0.47}]",HOT,3
2466032,0xd2c03593d3bca01405e8b7952138cd66bc87414caab295baf764940c83f9c93b,cs2-tyloo-9z-2026-06-08,https://polymarket.com/event/cs2-tyloo-9z-2026-06-08,https://embed.polymarket.com/market.html?market=cs2-tyloo-9z-2026-06-08&features=volume&theme=light,Counter-Strike: TYLOO vs 9z (BO3) - IEM Cologne Major Stage 2,esports,,"24h $1,003,796 • spread 0.010 • TTR 0.2d",1003796.4588529965,1003796.46,-0.15,-37.037,2026-06-08T21:00:00+00:00,0.205,1,0.01,-0.76,0.235,0,"[{""name"": ""Top"", ""bestBid"": 0.23, ""bestAsk"": 0.24}]",HOT,4
2155023,0x4d0c4865bdecc5f7971dbab47bb6c069d93909dec75bdff52fb766ae6094a6d6,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-june-30-2026-159-962,https://polymarket.com/event/will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-june-30-2026-159-962,https://embed.polymarket.com/market.html?market=will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-june-30-2026-159-962&features=volume&theme=light,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by June 30, 2026?",strait-of-hormuz,,"24h $119,024 • spread 0.010 • TTR 21.3d",2288830.222277994,119024.53,0.03,9.2308,2026-06-30T00:00:00+00:00,21.33,1,0.01,-0.64,0.355,0,"[{""name"": ""Top"", ""bestBid"": 0.35, ""bestAsk"": 0.36}]",HOT,5
2296152,0xd8664606498aba2a8ccab56656860cb3f02d74de80e974ab87a9f940e65d4d5e,israel-closes-its-airspace-by-june-15-687-594-783-732-455-613-653,https://polymarket.com/event/israel-closes-its-airspace-by-june-15-687-594-783-732-455-613-653,https://embed.polymarket.com/market.html?market=israel-closes-its-airspace-by-june-15-687-594-783-732-455-613-653&features=volume&theme=light,Israel closes its airspace by June 15?,iran,,"24h $2,616,136 • spread 0.020 • TTR 6.3d",3565288.6297449637,2616136.45,-0.025,-15.1515,2026-06-15T00:00:00+00:00,6.33,1,0.02,-0.85,0.14,0,"[{""name"": ""Top"", ""bestBid"": 0.13, ""bestAsk"": 0.15}]",HOT,6
957019,0xa70fc3695a65833b91b45df6db6015096f3e1471b70352ca411b4209010e7633,us-iran-nuclear-deal-by-june-30,https://polymarket.com/event/us-iran-nuclear-deal-by-june-30,https://embed.polymarket.com/market.html?market=us-iran-nuclear-deal-by-june-30&features=volume&theme=light,US-Iran nuclear deal by June 30?,middle-east,,"24h $442,934 • spread 0.010 • TTR 21.3d",6057007.352514086,442934.09,-0.045,-18.3673,2026-06-30T00:00:00+00:00,21.33,1,0.01,-0.79,0.205,0,"[{""name"": ""Top"", ""bestBid"": 0.2, ""bestAsk"": 0.21}]",HOT,7
558964,0x233ce0c3969a5cd5079287f16fcd283be7c1db82263e08697f85dbe1b4d2113c,will-south-africa-win-the-2026-fifa-world-cup,https://polymarket.com/event/will-south-africa-win-the-2026-fifa-world-cup,https://embed.polymarket.com/market.html?market=will-south-africa-win-the-2026-fifa-world-cup&features=volume&theme=light,Will South Africa win the 2026 FIFA World Cup?,soccer,,"24h $803,028 • TTR 41.3d",35724496.25789426,803028.86,0.0,0.0,2026-07-20T00:00:00+00:00,41.33,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",HOT,8
558960,0x965ebc5d79eb1ec02cad67245a44b9e45b33359018f013fb6cf81d5bbf7bcc8d,will-uzbekistan-win-the-2026-fifa-world-cup-773,https://polymarket.com/event/will-uzbekistan-win-the-2026-fifa-world-cup-773,https://embed.polymarket.com/market.html?market=will-uzbekistan-win-the-2026-fifa-world-cup-773&features=volume&theme=light,Will Uzbekistan win the 2026 FIFA World Cup?,soccer,,"24h $784,788 • TTR 41.3d",57219967.21841757,784788.86,0.0,0.0,2026-07-20T00:00:00+00:00,41.33,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",HOT,9
558982,0x51e8c8df709aa78f64d2d9324d9d2556270f81e3966ade308099e5338bb4e4c9,will-iraq-win-the-2026-fifa-world-cup,https://polymarket.com/event/will-iraq-win-the-2026-fifa-world-cup,https://embed.polymarket.com/market.html?market=will-iraq-win-the-2026-fifa-world-cup&features=volume&theme=light,Will Iraq win the 2026 FIFA World Cup?,soccer,,"24h $767,451 • TTR 41.3d",28463349.262710936,767451.36,0.0,0.0,2026-07-20T00:00:00+00:00,41.33,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",HOT,10
2270338,0x20af55ab35186377b81219db6cb8615240cba42cea41731091be9484a5f5b122,us-x-iran-permanent-peace-deal-by-july-31-2026-831-252,https://polymarket.com/event/us-x-iran-permanent-peace-deal-by-july-31-2026-831-252,https://embed.polymarket.com/market.html?market=us-x-iran-permanent-peace-deal-by-july-31-2026-831-252&features=volume&theme=light,"US x Iran permanent peace deal by July 31, 2026?",iran,,"24h $228,957 • spread 0.010 • TTR 52.3d",5463668.841976078,228957.65,0.02,7.0175,2026-07-31T00:00:00+00:00,52.33,1,0.01,-0.69,0.305,0,"[{""name"": ""Top"", ""bestBid"": 0.3, ""bestAsk"": 0.31}]",HOT,11
553858,0x713641f745d71f6ec61f906237ffca3c8583f251e49384429a63ceb0ccdb2d37,will-the-new-york-knicks-win-the-2026-nba-finals,https://polymarket.com/event/will-the-new-york-knicks-win-the-2026-nba-finals,https://embed.polymarket.com/market.html?market=will-the-new-york-knicks-win-the-2026-nba-finals&features=volume&theme=light,Will the New York Knicks win the 2026 NBA Finals?,sports,,"24h $815,968 • spread 0.003 • TTR 22.3d",24470294.987405274,815968.71,-0.006,-0.7658,2026-07-01T00:00:00+00:00,22.33,1,0.003,-0.22,0.7785,0,"[{""name"": ""Top"", ""bestBid"": 0.777, ""bestAsk"": 0.78}]",HOT,12
2176262,0xb8e6d129a06d0ccb21d7b32eb529ea455eddba3cf29bfa097112202cbdf5bf21,strait-of-hormuz-traffic-returns-to-normal-by-july-31,https://polymarket.com/event/strait-of-hormuz-traffic-returns-to-normal-by-july-31,https://embed.polymarket.com/market.html?market=strait-of-hormuz-traffic-returns-to-normal-by-july-31&features=volume&theme=light,Strait of Hormuz traffic returns to normal by July 31?,strait-of-hormuz,,"24h $227,217 • spread 0.010 • TTR 52.3d",3155129.7006039605,227217.87,-0.02,-6.5574,2026-07-31T00:00:00+00:00,52.33,1,0.01,-0.71,0.285,0,"[{""name"": ""Top"", ""bestBid"": 0.28, ""bestAsk"": 0.29}]",OVERLOOKED,1
601819,0xdf8e2dc5860027decbe6164555c3c1c9645c3bd33e16b9dc57ca87125047d4a8,will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,https://polymarket.com/event/will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,https://embed.polymarket.com/market.html?market=will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election&features=volume&theme=light,Will Luiz Inácio Lula da Silva win the 2026 Brazilian presidential election?,brazil,,"24h $7,972 • spread 0.010 • TTR 117.3d • ~50% mid",6175531.805196031,7972.2,0.0,0.0,2026-10-04T00:00:00+00:00,117.33,1,0.01,-0.59,0.405,1,"[{""name"": ""Top"", ""bestBid"": 0.4, ""bestAsk"": 0.41}]",OVERLOOKED,2
553866,0xb6b3d7a2037b3faa7e1306d741840d453432902d73cc9a146a035e40271eae73,will-the-san-antonio-spurs-win-the-2026-nba-finals,https://polymarket.com/event/will-the-san-antonio-spurs-win-the-2026-nba-finals,https://embed.polymarket.com/market.html?market=will-the-san-antonio-spurs-win-the-2026-nba-finals&features=volume&theme=light,Will the San Antonio Spurs win the 2026 NBA Finals?,sports,,"24h $357,131 • spread 0.001 • TTR 22.3d",37789279.77883701,357131.83,0.0085,3.9171,2026-07-01T00:00:00+00:00,22.33,1,0.001,-0.774,0.2255,0,"[{""name"": ""Top"", ""bestBid"": 0.225, ""bestAsk"": 0.226}]",OVERLOOKED,3
2155052,0x9769f78cbc95a5ed11895e6064bac471d8fd8f930b260cf581b68d3f58630d27,us-x-iran-permanent-peace-deal-by-december-31-2026-961-587-341-574-555-817,https://polymarket.com/event/us-x-iran-permanent-peace-deal-by-december-31-2026-961-587-341-574-555-817,https://embed.polymarket.com/market.html?market=us-x-iran-permanent-peace-deal-by-december-31-2026-961-587-341-574-555-817&features=volume&theme=light,"US x Iran permanent peace deal by December 31, 2026?",iran,,"24h $117,760 • spread 0.010 • TTR 205.3d",7048084.76669902,117760.41,0.01,1.4815,2026-12-31T00:00:00+00:00,205.33,1,0.01,-0.31,0.685,0,"[{""name"": ""Top"", ""bestBid"": 0.68, ""bestAsk"": 0.69}]",OVERLOOKED,4
558936,0x9b6fef249040fd17e9c107955b37ac2c3e923509b6b0ff01cc463a331ddeb894,will-france-win-the-2026-fifa-world-cup-924,https://polymarket.com/event/will-france-win-the-2026-fifa-world-cup-924,https://embed.polymarket.com/market.html?market=will-france-win-the-2026-fifa-world-cup-924&features=volume&theme=light,Will France win the 2026 FIFA World Cup?,soccer,,"24h $1,052,209 • spread 0.001 • TTR 41.3d",39353248.5051015,1052209.39,0.0,0.0,2026-07-20T00:00:00+00:00,41.33,1,0.001,-0.838,0.1615,0,"[{""name"": ""Top"", ""bestBid"": 0.161, ""bestAsk"": 0.162}]",OVERLOOKED,5
601826,0x1a01bf78f56a507fcb666d564d8c8b91b0750679163ed6e96746102c9b7d285d,will-flvio-bolsonaro-win-the-2026-brazilian-presidential-election,https://polymarket.com/event/will-flvio-bolsonaro-win-the-2026-brazilian-presidential-election,https://embed.polymarket.com/market.html?market=will-flvio-bolsonaro-win-the-2026-brazilian-presidential-election&features=volume&theme=light,Will Flávio Bolsonaro win the 2026 Brazilian presidential election?,brazil,,"24h $34,536 • spread 0.001 • TTR 117.3d",6505376.05523608,34536.38,-0.0315,-10.396,2026-10-04T00:00:00+00:00,117.33,1,0.001,-0.728,0.2715,0,"[{""name"": ""Top"", ""bestBid"": 0.271, ""bestAsk"": 0.272}]",OVERLOOKED,6
558934,0x7976b8dbacf9077eb1453a62bcefd6ab2df199acd28aad276ff0d920d6992892,will-spain-win-the-2026-fifa-world-cup-963,https://polymarket.com/event/will-spain-win-the-2026-fifa-world-cup-963,https://embed.polymarket.com/market.html?market=will-spain-win-the-2026-fifa-world-cup-963&features=volume&theme=light,Will Spain win the 2026 FIFA World Cup?,soccer,,"24h $806,949 • spread 0.001 • TTR 41.3d",31877622.514482543,806949.82,-0.001,-0.6192,2026-07-20T00:00:00+00:00,41.33,1,0.001,-0.839,0.1605,0,"[{""name"": ""Top"", ""bestBid"": 0.16, ""bestAsk"": 0.161}]",OVERLOOKED,7
1971905,0x348cd9adf4f6855f58bd9c6dbf9ff251c4142ef77233a5dc95c65b4b61cd2187,strait-of-hormuz-traffic-returns-to-normal-by-end-of-june,https://polymarket.com/event/strait-of-hormuz-traffic-returns-to-normal-by-end-of-june,https://embed.polymarket.com/market.html?market=strait-of-hormuz-traffic-returns-to-normal-by-end-of-june&features=volume&theme=light,Strait of Hormuz traffic returns to normal by end of June?,macro-geopolitics,,"24h $886,407 • spread 0.010 • TTR 21.3d",15383919.921285233,886407.48,-0.02,-16.0,2026-06-30T00:00:00+00:00,21.33,1,0.01,-0.89,0.105,0,"[{""name"": ""Top"", ""bestBid"": 0.1, ""bestAsk"": 0.11}]",OVERLOOKED,8
665374,0x5db999fad322cea2914535aae5517060c3f80ad6d8c0231cde2124a434d16846,will-the-us-invade-iran-before-2027,https://polymarket.com/event/will-the-us-invade-iran-before-2027,https://embed.polymarket.com/market.html?market=will-the-us-invade-iran-before-2027&features=volume&theme=light,Will the U.S. invade Iran before 2027?,geopolitics,,"24h $479,880 • spread 0.010 • TTR 205.3d",34624122.74470983,479880.41,0.02,12.9032,2026-12-31T00:00:00+00:00,205.33,1,0.01,-0.82,0.175,0,"[{""name"": ""Top"", ""bestBid"": 0.17, ""bestAsk"": 0.18}]",OVERLOOKED,9
597967,0xbee2cd40473495f713c69b9dfbce9fc2837fa4011568222c83c83bb773e35053,starmer-out-by-june-30-2026-862-594-548-219-739,https://polymarket.com/event/starmer-out-by-june-30-2026-862-594-548-219-739,https://embed.polymarket.com/market.html?market=starmer-out-by-june-30-2026-862-594-548-219-739&features=volume&theme=light,"Starmer out by June 30, 2026?",starmer,,"24h $56,500 • spread 0.010 • TTR 21.8d",5365328.422211022,56500.23,0.03,26.087,2026-06-30T12:00:00+00:00,21.83,1,0.01,-0.85,0.145,0,"[{""name"": ""Top"", ""bestBid"": 0.14, ""bestAsk"": 0.15}]",OVERLOOKED,10
558935,0x375409bc5eeeff961e82b479caeccc20f33d15738e5bce1186d628aa3d9dfb1f,will-england-win-the-2026-fifa-world-cup-937,https://polymarket.com/event/will-england-win-the-2026-fifa-world-cup-937,https://embed.polymarket.com/market.html?market=will-england-win-the-2026-fifa-world-cup-937&features=volume&theme=light,Will England win the 2026 FIFA World Cup?,soccer,,"24h $829,642 • spread 0.001 • TTR 41.3d",27703172.453955796,829642.2,-0.002,-1.7937,2026-07-20T00:00:00+00:00,41.33,1,0.001,-0.89,0.1095,0,"[{""name"": ""Top"", ""bestBid"": 0.109, ""bestAsk"": 0.11}]",OVERLOOKED,11
561974,0x18b1c135d0a40c5894da9412e77311827d9caf16cf4cd6591b247a34730af919,will-jd-vance-win-the-2028-republican-presidential-nomination,https://polymarket.com/event/will-jd-vance-win-the-2028-republican-presidential-nomination,https://embed.polymarket.com/market.html?market=will-jd-vance-win-the-2028-republican-presidential-nomination&features=volume&theme=light,Will J.D. Vance win the 2028 Republican presidential nomination?,politics,,"24h $34,068 • spread 0.001 • TTR 882.3d",13284640.011752998,34068.42,0.039,12.9784,2028-11-07T00:00:00+00:00,882.33,1,0.001,-0.66,0.3395,0,"[{""name"": ""Top"", ""bestBid"": 0.339, ""bestAsk"": 0.34}]",OVERLOOKED,12
