id,conditionId,slug,url,embedSrc,question,category,eventId,why,volume,volume24h,momentumDelta24h,momentumPct24h,endDateISO,timeToResolveDays,outcomeCount,avgSpread,underround,binaryMidYes,near50Flag,bestQuotesJSON,bucket,rank
2523740,0xf4a873d2bafb1fa680a6bfe72ecdf02b1a652cdae1f5f9b313cc23b9c731d21b,cs2-bb3-furia-2026-06-13,https://polymarket.com/event/cs2-bb3-furia-2026-06-13,https://embed.polymarket.com/market.html?market=cs2-bb3-furia-2026-06-13&features=volume&theme=light,Counter-Strike: BetBoom Team vs FURIA (BO3) - IEM Cologne Major Stage 3,esports,,"24h $1,390,039 • TTR 0.2d",1390039.0053310017,1390039.01,-0.4995,-99.9,2026-06-13T23:45:00+00:00,0.167,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",HOT,1
2523729,0xf27df4fd5f4abf4ae158f128cacf1fe57811c6650db0b70171b0c68104a8b1a2,cs2-prv-lgc-2026-06-13,https://polymarket.com/event/cs2-prv-lgc-2026-06-13,https://embed.polymarket.com/market.html?market=cs2-prv-lgc-2026-06-13&features=volume&theme=light,Counter-Strike: PARIVISION vs Legacy (BO3) - IEM Cologne Major Stage 3,esports,,"24h $1,170,151 • TTR 0.1d",1170151.0107689977,1170151.01,-0.4095,-99.878,2026-06-13T21:45:00+00:00,0.083,1,,-0.999,,0,"[{""name"": ""Top"", ""bestBid"": null, ""bestAsk"": 0.001}]",HOT,2
1897049,0xa75053ffa630e41fdc08a0885fe0614716ecb13061ac460914bfe498038d5364,fifwc-bra-mar-2026-06-13-bra,https://polymarket.com/event/fifwc-bra-mar-2026-06-13-bra,https://embed.polymarket.com/market.html?market=fifwc-bra-mar-2026-06-13-bra&features=volume&theme=light,Will Brazil win on 2026-06-13?,soccer,,"24h $2,869,236 • spread 0.010 • TTR 0.1d • ~50% mid",3430781.901850022,2869236.58,0.0,0.0,2026-06-13T22:00:00+00:00,0.094,1,0.01,-0.41,0.585,1,"[{""name"": ""Top"", ""bestBid"": 0.58, ""bestAsk"": 0.59}]",HOT,3
2326792,0x0a8418fdab57de8ce4e0c6042810fc635fb7d5718a86d10104fcd0d8cc5f6be9,fifwc-bra-mar-2026-06-13-total-2pt5,https://polymarket.com/event/fifwc-bra-mar-2026-06-13-total-2pt5,https://embed.polymarket.com/market.html?market=fifwc-bra-mar-2026-06-13-total-2pt5&features=volume&theme=light,Brazil vs. Morocco: O/U 2.5,soccer,,"24h $963,062 • spread 0.010 • TTR 0.1d • ~50% mid",1178915.7776450012,963062.27,-0.01,-2.1978,2026-06-13T22:00:00+00:00,0.094,1,0.01,-0.55,0.445,1,"[{""name"": ""Top"", ""bestBid"": 0.44, ""bestAsk"": 0.45}]",HOT,4
1897054,0x1f2bb0bfc3c7b3c9ab678ce9e89cf68bd6daa83385c4834f669cb00c540276f2,fifwc-hai-sco-2026-06-13-sco,https://polymarket.com/event/fifwc-hai-sco-2026-06-13-sco,https://embed.polymarket.com/market.html?market=fifwc-hai-sco-2026-06-13-sco&features=volume&theme=light,Will Scotland win on 2026-06-13?,games,,"24h $1,761,890 • spread 0.010 • TTR 0.2d",2038353.4441880146,1761890.95,0.02,3.252,2026-06-14T01:00:00+00:00,0.219,1,0.01,-0.36,0.635,0,"[{""name"": ""Top"", ""bestBid"": 0.63, ""bestAsk"": 0.64}]",HOT,5
2270330,0xd86a816093fcd0a0e1ca440bc5ce199bd3c5a8d6139e044b076958164f8c5423,us-x-iran-permanent-peace-deal-by-june-15-2026-734-856-129,https://polymarket.com/event/us-x-iran-permanent-peace-deal-by-june-15-2026-734-856-129,https://embed.polymarket.com/market.html?market=us-x-iran-permanent-peace-deal-by-june-15-2026-734-856-129&features=volume&theme=light,"US x Iran permanent peace deal by June 15, 2026?",iran,,"24h $6,236,548 • spread 0.003 • TTR 1.2d",40145995.685830176,6236548.65,0.064,33.6842,2026-06-15T00:00:00+00:00,1.177,1,0.003,-0.743,0.2555,0,"[{""name"": ""Top"", ""bestBid"": 0.254, ""bestAsk"": 0.257}]",HOT,6
2354024,0x3094a2b925483a06aa72945a1472e311e5eb6be75284f61e0c008e279508ddf6,will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-june-15-2026,https://polymarket.com/event/will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-june-15-2026,https://embed.polymarket.com/market.html?market=will-donald-trump-announce-that-the-united-states-blockade-of-the-strait-of-hormuz-has-been-lifted-by-june-15-2026&features=volume&theme=light,"Will Donald Trump announce that the United States blockade of the Strait of Hormuz has been lifted by June 15, 2026?",strait-of-hormuz,,"24h $262,756 • spread 0.010 • TTR 1.2d",1663241.3503279823,262756.47,0.105,40.3846,2026-06-15T00:00:00+00:00,1.177,1,0.01,-0.6,0.395,0,"[{""name"": ""Top"", ""bestBid"": 0.39, ""bestAsk"": 0.4}]",HOT,7
2459554,0xd90bf5f45f24c5de7881707cb5374f3d991388a2d220fa7e0fe2be912cd7642a,nba-nyk-sas-2026-06-13,https://polymarket.com/event/nba-nyk-sas-2026-06-13,https://embed.polymarket.com/market.html?market=nba-nyk-sas-2026-06-13&features=volume&theme=light,Knicks vs. Spurs,sports,,"24h $874,122 • spread 0.010 • TTR 0.2d",2859903.6065150225,874122.34,0.0,0.0,2026-06-14T00:30:00+00:00,0.198,1,0.01,-0.64,0.355,0,"[{""name"": ""Top"", ""bestBid"": 0.35, ""bestAsk"": 0.36}]",HOT,8
957019,0xa70fc3695a65833b91b45df6db6015096f3e1471b70352ca411b4209010e7633,us-iran-nuclear-deal-by-june-30,https://polymarket.com/event/us-iran-nuclear-deal-by-june-30,https://embed.polymarket.com/market.html?market=us-iran-nuclear-deal-by-june-30&features=volume&theme=light,US-Iran nuclear deal by June 30?,middle-east,,"24h $673,799 • spread 0.010 • TTR 16.2d",8938365.938371098,673799.53,0.155,31.6327,2026-06-30T00:00:00+00:00,16.177,1,0.01,-0.32,0.675,0,"[{""name"": ""Top"", ""bestBid"": 0.67, ""bestAsk"": 0.68}]",HOT,9
2176262,0xb8e6d129a06d0ccb21d7b32eb529ea455eddba3cf29bfa097112202cbdf5bf21,strait-of-hormuz-traffic-returns-to-normal-by-july-31,https://polymarket.com/event/strait-of-hormuz-traffic-returns-to-normal-by-july-31,https://embed.polymarket.com/market.html?market=strait-of-hormuz-traffic-returns-to-normal-by-july-31&features=volume&theme=light,Strait of Hormuz traffic returns to normal by July 31?,strait-of-hormuz,,"24h $443,483 • spread 0.010 • TTR 47.2d • ~50% mid",4843219.464691969,443483.64,0.07,14.7368,2026-07-31T00:00:00+00:00,47.177,1,0.01,-0.44,0.555,1,"[{""name"": ""Top"", ""bestBid"": 0.55, ""bestAsk"": 0.56}]",HOT,10
